,0,1,2
7556,1,1,1
7557,51,51,51
7558,103,103,103
7559,75,75,75
7560,117,117,117
7561,175,175,175
7562,121,121,121
7563,183,183,183
7564,110,110,110
7565,238,238,238
7566,85,85,85
7567,60,60,60
7568,227,227,227
7569,37,37,37
7570,5,5,5
7571,231,231,231
7572,33,33,33
7573,140,140,140
7574,92,92,92
7575,255,255,255
7576,68,68,68
7577,247,247,247
7578,78,78,78
7579,146,146,146
7580,185,185,185
7581,85,85,85
7582,195,195,195
7583,35,35,35
7584,93,93,93
7585,24,24,24
7586,143,143,143
7587,232,232,232
7588,142,142,142
7589,73,73,73
7590,28,28,28
7591,169,169,169
7592,197,197,197
7593,108,108,108
7594,69,69,69
7595,244,244,244
7596,91,91,91
7597,55,55,55
7598,140,140,140
7599,203,203,203
7600,227,227,227
7601,60,60,60
7602,239,239,239
7603,39,39,39
7604,15,15,15
7605,116,116,116
7606,115,115,115
7607,170,170,170
7608,6,6,6
7609,159,159,159
7610,64,64,64
7611,0,0,0
7612,0,0,0
7613,10,10,10
7614,71,71,71
7615,33,33,33
7616,9,9,9
7617,226,226,226
7618,146,146,146
7619,46,46,46
7620,74,74,74
7621,216,216,216
7622,44,44,44
7623,128,128,128
7624,161,161,161
7625,153,153,153
7626,161,161,161
7627,119,119,119
7628,89,89,89
7629,51,51,51
7630,33,33,33
7631,86,86,86
7632,116,116,116
7633,4,4,4
7634,176,176,176
7635,41,41,41
7636,123,123,123
7637,150,150,150
7638,187,187,187
7639,220,220,220
7640,2,2,2
7641,160,160,160
7642,23,23,23
7643,90,90,90
7644,253,253,253
7645,71,71,71
7646,17,17,17
7647,228,228,228
7648,193,193,193
7649,173,173,173
7650,53,53,53
7651,94,94,94
7652,74,74,74
7653,60,60,60
7654,128,128,128
7655,96,96,96
7656,56,56,56
7657,15,15,15
7658,22,22,22
7659,18,18,18
7660,137,137,137
7661,188,188,188
7662,118,118,118
7663,72,72,72
7664,113,113,113
7665,129,129,129
7666,216,216,216
7667,172,172,172
7668,110,110,110
7669,124,124,124
7670,172,172,172
7671,42,42,42
7672,50,50,50
7673,120,120,120
7674,117,117,117
7675,65,65,65
7676,64,64,64
7677,65,65,65
7678,70,70,70
7679,96,96,96
7680,70,70,70
7681,121,121,121
7682,213,213,213
7683,173,173,173
7684,159,159,159
7685,31,31,31
7686,152,152,152
7687,194,194,194
7688,194,194,194
7689,18,18,18
7690,202,202,202
7691,149,149,149
7692,168,168,168
7693,131,131,131
7694,116,116,116
7695,167,167,167
7696,149,149,149
7697,88,88,88
7698,140,140,140
7699,248,248,248
7700,226,226,226
7701,168,168,168
7702,207,207,207
7703,24,24,24
7704,53,53,53
7705,38,38,38
7706,49,49,49
7707,45,45,45
7708,113,113,113
7709,150,150,150
7710,168,168,168
7711,232,232,232
7712,150,150,150
7713,90,90,90
7714,211,211,211
7715,234,234,234
7716,101,101,101
7717,186,186,186
7718,77,77,77
7719,111,111,111
7720,79,79,79
7721,204,204,204
7722,154,154,154
7723,245,245,245
7724,125,125,125
7725,204,204,204
7726,204,204,204
7727,89,89,89
7728,153,153,153
7729,87,87,87
7730,242,242,242
7731,255,255,255
7732,251,251,251
7733,178,178,178
7734,100,100,100
7735,61,61,61
7736,128,128,128
7737,4,4,4
7738,212,212,212
7739,86,86,86
7740,84,84,84
7741,85,85,85
7742,97,97,97
7743,128,128,128
7744,0,0,0
7745,99,99,99
7746,195,195,195
7747,250,250,250
7748,189,189,189
7749,172,172,172
7750,32,32,32
7751,0,0,0
7752,97,97,97
7753,233,233,233
7754,153,153,153
7755,65,65,65
7756,89,89,89
7757,188,188,188
7758,128,128,128
7759,2,2,2
7760,96,96,96
7761,178,178,178
7762,41,41,41
7763,231,231,231
7764,48,48,48
7765,176,176,176
7766,0,0,0
7767,222,222,222
7768,235,235,235
7769,145,145,145
7770,189,189,189
7771,5,5,5
7772,177,177,177
7773,235,235,235
7774,125,125,125
7775,54,54,54
7776,182,182,182
7777,191,191,191
7778,76,76,76
7779,204,204,204
7780,204,204,204
7781,243,243,243
7782,255,255,255
7783,51,51,51
7784,51,51,51
7785,51,51,51
7786,57,57,57
7787,211,211,211
7788,51,51,51
7789,51,51,51
7790,57,57,57
7791,20,20,20
7792,180,180,180
7793,120,120,120
7794,126,126,126
7795,182,182,182
7796,102,102,102
7797,92,92,92
7798,220,220,220
7799,156,156,156
7800,113,113,113
7801,51,51,51
7802,0,0,0
7803,0,0,0
7804,0,0,0
7805,92,92,92
7806,164,164,164
7807,44,44,44
7808,71,71,71
7809,245,245,245
7810,220,220,220
7811,92,92,92
7812,84,84,84
7813,115,115,115
7814,148,148,148
7815,76,76,76
7816,53,53,53
7817,201,201,201
7818,168,168,168
7819,220,220,220
7820,89,89,89
7821,135,135,135
7822,101,101,101
7823,90,90,90
7824,181,181,181
7825,250,250,250
7826,27,27,27
7827,74,74,74
7828,87,87,87
7829,135,135,135
7830,65,65,65
7831,216,216,216
7832,160,160,160
7833,79,79,79
7834,45,45,45
7835,88,88,88
7836,193,193,193
7837,174,174,174
7838,52,52,52
7839,215,215,215
7840,159,159,159
7841,226,226,226
7842,165,165,165
7843,144,144,144
7844,149,149,149
7845,71,71,71
7846,78,78,78
7847,199,199,199
7848,178,178,178
7849,208,208,208
7850,206,206,206
7851,34,34,34
7852,172,172,172
7853,167,167,167
7854,16,16,16
7855,139,139,139
7856,253,253,253
7857,126,126,126
7858,39,39,39
7859,193,193,193
7860,108,108,108
7861,204,204,204
7862,239,239,239
7863,59,59,59
7864,130,130,130
7865,159,159,159
7866,127,127,127
7867,19,19,19
7868,151,151,151
7869,75,75,75
7870,123,123,123
7871,4,4,4
7872,50,50,50
7873,118,118,118
7874,72,72,72
7875,219,219,219
7876,111,111,111
7877,229,229,229
7878,186,186,186
7879,142,142,142
7880,82,82,82
7881,185,185,185
7882,114,114,114
7883,191,191,191
7884,79,79,79
7885,249,249,249
7886,31,31,31
7887,127,127,127
7888,183,183,183
7889,187,187,187
7890,127,127,127
7891,79,79,79
7892,93,93,93
7893,231,231,231
7894,32,32,32
7895,229,229,229
7896,55,55,55
7897,245,245,245
7898,192,192,192
7899,128,128,128
7900,13,13,13
7901,224,224,224
7902,64,64,64
7903,0,0,0
7904,0,0,0
7905,0,0,0
7906,0,0,0
7907,1,1,1
7908,13,13,13
7909,67,67,67
7910,3,3,3
7911,55,55,55
7912,51,51,51
7913,163,163,163
7914,179,179,179
7915,20,20,20
7916,18,18,18
7917,59,59,59
7918,114,114,114
7919,35,35,35
7920,37,37,37
7921,46,46,46
7922,53,53,53
7923,196,196,196
7924,99,99,99
7925,19,19,19
7926,27,27,27
7927,45,45,45
7928,176,176,176
7929,211,211,211
7930,57,57,57
7931,144,144,144
7932,12,12,12
7933,153,153,153
7934,224,224,224
7935,8,8,8
7936,92,92,92
7937,16,16,16
7938,73,73,73
7939,4,4,4
7940,12,12,12
7941,46,46,46
7942,61,61,61
7943,16,16,16
7944,14,14,14
7945,26,26,26
7946,51,51,51
7947,64,64,64
7948,84,84,84
7949,86,86,86
7950,4,4,4
7951,36,36,36
7952,97,97,97
7953,172,172,172
7954,137,137,137
7955,160,160,160
7956,36,36,36
7957,142,142,142
7958,210,210,210
7959,205,205,205
7960,248,248,248
7961,6,6,6
7962,97,97,97
7963,2,2,2
7964,16,16,16
7965,40,40,40
7966,210,210,210
7967,18,18,18
7968,2,2,2
7969,40,40,40
7970,29,29,29
7971,4,4,4
7972,42,42,42
7973,114,114,114
7974,15,15,15
7975,50,50,50
7976,33,33,33
7977,181,181,181
7978,149,149,149
7979,113,113,113
7980,103,103,103
7981,102,102,102
7982,69,69,69
7983,139,139,139
7984,72,72,72
7985,48,48,48
7986,184,184,184
7987,162,162,162
7988,68,68,68
7989,145,145,145
7990,8,8,8
7991,96,96,96
7992,0,0,0
7993,89,89,89
7994,84,84,84
7995,191,191,191
7996,66,66,66
7997,64,64,64
7998,25,25,25
7999,146,146,146
8000,96,96,96
8001,135,135,135
8002,144,144,144
8003,82,82,82
8004,182,182,182
8005,138,138,138
8006,53,53,53
8007,10,10,10
8008,65,65,65
8009,11,11,11
8010,28,28,28
8011,34,34,34
8012,45,45,45
8013,67,67,67
8014,5,5,5
8015,75,75,75
8016,21,21,21
8017,33,33,33
8018,9,9,9
8019,12,12,12
8020,189,189,189
8021,20,20,20
8022,209,209,209
8023,229,229,229
8024,120,120,120
8025,167,167,167
8026,72,72,72
8027,169,169,169
8028,8,8,8
8029,100,100,100
8030,162,162,162
8031,72,72,72
8032,41,41,41
8033,5,5,5
8034,12,12,12
8035,8,8,8
8036,179,179,179
8037,226,226,226
8038,203,203,203
8039,84,84,84
8040,154,154,154
8041,89,89,89
8042,229,229,229
8043,120,120,120
8044,164,164,164
8045,95,95,95
8046,165,165,165
8047,30,30,30
8048,72,72,72
8049,20,20,20
8050,56,56,56
8051,53,53,53
8052,151,151,151
8053,157,157,157
8054,78,78,78
8055,223,223,223
8056,117,117,117
8057,164,164,164
8058,144,144,144
8059,238,238,238
8060,243,243,243
8061,130,130,130
8062,204,204,204
8063,220,220,220
8064,105,105,105
8065,75,75,75
8066,124,124,124
8067,218,218,218
8068,200,200,200
8069,29,29,29
8070,214,214,214
8071,227,227,227
8072,29,29,29
8073,126,126,126
8074,85,85,85
8075,161,161,161
8076,241,241,241
8077,82,82,82
8078,116,116,116
8079,46,46,46
8080,173,173,173
8081,231,231,231
8082,202,202,202
8083,29,29,29
8084,153,153,153
8085,110,110,110
8086,176,176,176
8087,35,35,35
8088,106,106,106
8089,186,186,186
8090,151,151,151
8091,59,59,59
8092,183,183,183
8093,1,1,1
8094,57,57,57
8095,121,121,121
8096,174,174,174
8097,100,100,100
8098,152,152,152
8099,106,106,106
8100,81,81,81
8101,200,200,200
8102,13,13,13
8103,162,162,162
8104,61,61,61
8105,16,16,16
8106,212,212,212
8107,174,174,174
8108,236,236,236
8109,59,59,59
8110,82,82,82
8111,196,196,196
8112,182,182,182
8113,26,26,26
8114,156,156,156
8115,251,251,251
8116,154,154,154
8117,247,247,247
8118,242,242,242
8119,24,24,24
8120,144,144,144
8121,81,81,81
8122,123,123,123
8123,237,237,237
8124,143,143,143
8125,117,117,117
8126,254,254,254
8127,253,253,253
8128,217,217,217
8129,158,158,158
8130,144,144,144
8131,103,103,103
8132,219,219,219
8133,122,122,122
8134,230,230,230
8135,121,121,121
8136,231,231,231
8137,87,87,87
8138,58,58,58
8139,219,219,219
8140,165,165,165
8141,165,165,165
8142,214,214,214
8143,236,236,236
8144,255,255,255
8145,225,225,225
8146,255,255,255
8147,156,156,156
8148,7,7,7
8149,16,16,16
8150,255,255,255
8151,255,255,255
8152,255,255,255
8153,255,255,255
8154,255,255,255
8155,255,255,255
8156,160,160,160
8157,84,84,84
8158,239,239,239
8159,205,205,205
8160,23,23,23
8161,225,225,225
8162,245,245,245
8163,237,237,237
8164,225,225,225
8165,122,122,122
8166,159,159,159
8167,177,177,177
8168,137,137,137
8169,192,192,192
8170,40,40,40
8171,3,3,3
8172,248,248,248
8173,16,16,16
8174,64,64,64
8175,0,0,0
8176,0,0,0
8177,171,171,171
8178,55,55,55
8179,172,172,172
8180,105,105,105
8181,202,202,202
8182,44,44,44
8183,138,138,138
8184,200,200,200
8185,63,63,63
8186,27,27,27
8187,142,142,142
8188,191,191,191
8189,141,141,141
8190,197,197,197
8191,116,116,116
8192,65,65,65
8193,77,77,77
8194,27,27,27
8195,9,9,9
8196,202,202,202
8197,72,72,72
8198,69,69,69
8199,36,36,36
8200,193,193,193
8201,8,8,8
8202,8,8,8
8203,166,166,166
8204,192,192,192
8205,138,138,138
8206,4,4,4
8207,164,164,164
8208,16,16,16
8209,110,110,110
8210,67,67,67
8211,142,142,142
8212,226,226,226
8213,198,198,198
8214,40,40,40
8215,79,79,79
8216,186,186,186
8217,52,52,52
8218,26,26,26
8219,201,201,201
8220,75,75,75
8221,16,16,16
8222,49,49,49
8223,82,82,82
8224,231,231,231
8225,240,240,240
8226,62,62,62
8227,15,15,15
8228,39,39,39
8229,199,199,199
8230,179,179,179
8231,98,98,98
8232,225,225,225
8233,6,6,6
8234,116,116,116
8235,225,225,225
8236,153,153,153
8237,109,109,109
8238,157,157,157
8239,44,44,44
8240,61,61,61
8241,6,6,6
8242,200,200,200
8243,56,56,56
8244,129,129,129
8245,44,44,44
8246,36,36,36
8247,99,99,99
8248,68,68,68
8249,47,47,47
8250,5,5,5
8251,131,131,131
8252,233,233,233
8253,178,178,178
8254,129,129,129
8255,228,228,228
8256,234,234,234
8257,246,246,246
8258,145,145,145
8259,182,182,182
8260,149,149,149
8261,173,173,173
8262,255,255,255
8263,242,242,242
8264,181,181,181
8265,251,251,251
8266,20,20,20
8267,156,156,156
8268,208,208,208
8269,190,190,190
8270,15,15,15
8271,218,218,218
8272,80,80,80
8273,110,110,110
8274,155,155,155
8275,206,206,206
8276,84,84,84
8277,202,202,202
8278,119,119,119
8279,146,146,146
8280,207,207,207
8281,205,205,205
8282,116,116,116
8283,137,137,137
8284,230,230,230
8285,48,48,48
8286,228,228,228
8287,84,84,84
8288,67,67,67
8289,109,109,109
8290,119,119,119
8291,102,102,102
8292,48,48,48
8293,120,120,120
8294,253,253,253
8295,123,123,123
8296,142,142,142
8297,48,48,48
8298,127,127,127
8299,60,60,60
8300,234,234,234
8301,53,53,53
8302,187,187,187
8303,163,163,163
8304,71,71,71
8305,45,45,45
8306,17,17,17
8307,220,220,220
8308,54,54,54
8309,118,118,118
8310,199,199,199
8311,127,127,127
8312,255,255,255
8313,255,255,255
8314,255,255,255
8315,255,255,255
8316,159,159,159
8317,191,191,191
8318,255,255,255
8319,131,131,131
8320,241,241,241
8321,5,5,5
8322,68,68,68
8323,4,4,4
8324,49,49,49
8325,0,0,0
8326,0,0,0
8327,0,0,0
8328,0,0,0
8329,0,0,0
8330,52,52,52
8331,102,102,102
8332,101,101,101
8333,189,189,189
8334,144,144,144
8335,143,143,143
8336,68,68,68
8337,252,252,252
8338,129,129,129
8339,209,209,209
8340,69,69,69
8341,112,112,112
8342,137,137,137
8343,11,11,11
8344,106,106,106
8345,145,145,145
8346,208,208,208
8347,11,11,11
8348,44,44,44
8349,98,98,98
8350,106,106,106
8351,144,144,144
8352,72,72,72
8353,40,40,40
8354,67,67,67
8355,239,239,239
8356,66,66,66
8357,83,83,83
8358,255,255,255
8359,251,251,251
8360,178,178,178
8361,100,100,100
8362,18,18,18
8363,0,0,0
8364,5,5,5
8365,214,214,214
8366,89,89,89
8367,87,87,87
8368,78,78,78
8369,101,101,101
8370,224,224,224
8371,0,0,0
8372,108,108,108
8373,230,230,230
8374,27,27,27
8375,92,92,92
8376,199,199,199
8377,152,152,152
8378,0,0,0
8379,19,19,19
8380,97,97,97
8381,49,49,49
8382,95,95,95
8383,253,253,253
8384,167,167,167
8385,128,128,128
8386,9,9,9
8387,150,150,150
8388,151,151,151
8389,107,107,107
8390,247,247,247
8391,176,176,176
8392,128,128,128
8393,0,0,0
8394,29,29,29
8395,98,98,98
8396,245,245,245
8397,96,96,96
8398,231,231,231
8399,115,115,115
8400,93,93,93
8401,39,39,39
8402,204,204,204
8403,243,243,243
8404,168,168,168
8405,252,252,252
8406,30,30,30
8407,163,163,163
8408,228,228,228
8409,213,213,213
8410,98,98,98
8411,77,77,77
8412,146,146,146
8413,248,248,248
8414,10,10,10
8415,241,241,241
8416,115,115,115
8417,93,93,93
8418,49,49,49
8419,61,61,61
8420,86,86,86
8421,213,213,213
8422,53,53,53
8423,180,180,180
8424,169,169,169
8425,134,134,134
8426,33,33,33
8427,225,225,225
8428,24,24,24
8429,38,38,38
8430,141,141,141
8431,98,98,98
8432,98,98,98
8433,150,150,150
8434,54,54,54
8435,12,12,12
8436,57,57,57
8437,87,87,87
8438,161,161,161
8439,38,38,38
8440,76,76,76
8441,114,114,114
8442,222,222,222
8443,124,124,124
8444,159,159,159
8445,10,10,10
8446,147,147,147
8447,21,21,21
8448,11,11,11
8449,59,59,59
8450,24,24,24
8451,83,83,83
8452,240,240,240
8453,87,87,87
8454,69,69,69
8455,136,136,136
8456,218,218,218
8457,79,79,79
8458,105,105,105
8459,212,212,212
8460,148,148,148
8461,126,126,126
8462,176,176,176
8463,127,127,127
8464,170,170,170
8465,217,217,217
8466,38,38,38
8467,216,216,216
8468,245,245,245
8469,46,46,46
8470,85,85,85
8471,138,138,138
8472,175,175,175
8473,118,118,118
8474,245,245,245
8475,222,222,222
8476,101,101,101
8477,84,84,84
8478,213,213,213
8479,146,146,146
8480,120,120,120
8481,176,176,176
8482,158,158,158
8483,78,78,78
8484,136,136,136
8485,66,66,66
8486,34,34,34
8487,49,49,49
8488,207,207,207
8489,23,23,23
8490,111,111,111
8491,95,95,95
8492,184,184,184
8493,189,189,189
8494,131,131,131
8495,170,170,170
8496,189,189,189
8497,165,165,165
8498,43,43,43
8499,137,137,137
8500,41,41,41
8501,77,77,77
8502,54,54,54
8503,69,69,69
8504,103,103,103
8505,84,84,84
8506,67,67,67
8507,220,220,220
8508,255,255,255
8509,121,121,121
8510,188,188,188
8511,55,55,55
8512,176,176,176
8513,177,177,177
8514,135,135,135
8515,217,217,217
8516,147,147,147
8517,84,84,84
8518,196,196,196
8519,45,45,45
8520,239,239,239
8521,27,27,27
8522,164,164,164
8523,149,149,149
8524,174,174,174
8525,45,45,45
8526,60,60,60
8527,59,59,59
8528,68,68,68
8529,164,164,164
8530,61,61,61
8531,255,255,255
8532,30,30,30
8533,14,14,14
8534,245,245,245
8535,18,18,18
8536,246,246,246
8537,173,173,173
8538,160,160,160
8539,131,131,131
8540,82,82,82
8541,171,171,171
8542,25,25,25
8543,254,254,254
8544,102,102,102
8545,198,198,198
8546,83,83,83
8547,178,178,178
8548,53,53,53
8549,9,9,9
8550,110,110,110
8551,76,76,76
8552,17,17,17
8553,92,92,92
8554,4,4,4
8555,42,42,42
8556,40,40,40
8557,227,227,227
8558,48,48,48
8559,170,170,170
8560,215,215,215
8561,32,32,32
8562,137,137,137
8563,126,126,126
8564,112,112,112
8565,37,37,37
8566,91,91,91
8567,160,160,160
8568,166,166,166
8569,50,50,50
8570,168,168,168
8571,53,53,53
8572,226,226,226
8573,226,226,226
8574,235,235,235
8575,60,60,60
8576,100,100,100
8577,164,164,164
8578,47,47,47
8579,189,189,189
8580,182,182,182
8581,49,49,49
8582,161,161,161
8583,43,43,43
8584,101,101,101
8585,197,197,197
8586,131,131,131
8587,196,196,196
8588,112,112,112
8589,8,8,8
8590,33,33,33
8591,164,164,164
8592,144,144,144
8593,44,44,44
8594,153,153,153
8595,129,129,129
8596,188,188,188
8597,187,187,187
8598,111,111,111
8599,199,199,199
8600,187,187,187
8601,185,185,185
8602,51,51,51
8603,13,13,13
8604,39,39,39
8605,19,19,19
8606,221,221,221
8607,229,229,229
8608,6,6,6
8609,216,216,216
8610,243,243,243
8611,185,185,185
8612,123,123,123
8613,246,246,246
8614,51,51,51
8615,171,171,171
8616,235,235,235
8617,185,185,185
8618,120,120,120
8619,232,232,232
8620,150,150,150
8621,39,39,39
8622,124,124,124
8623,49,49,49
8624,115,115,115
8625,15,15,15
8626,31,31,31
8627,5,5,5
8628,123,123,123
8629,148,148,148
8630,39,39,39
8631,5,5,5
8632,202,202,202
8633,86,86,86
8634,60,60,60
8635,235,235,235
8636,73,73,73
8637,45,45,45
8638,185,185,185
8639,69,69,69
8640,222,222,222
8641,112,112,112
8642,254,254,254
8643,224,224,224
8644,201,201,201
8645,34,34,34
8646,129,129,129
8647,65,65,65
8648,33,33,33
8649,99,99,99
8650,100,100,100
8651,102,102,102
8652,157,157,157
8653,115,115,115
8654,29,29,29
8655,42,42,42
8656,35,35,35
8657,170,170,170
8658,144,144,144
8659,2,2,2
8660,64,64,64
8661,69,69,69
8662,222,222,222
8663,151,151,151
8664,192,192,192
8665,210,210,210
8666,239,239,239
8667,128,128,128
8668,8,8,8
8669,217,217,217
8670,216,216,216
8671,34,34,34
8672,104,104,104
8673,128,128,128
8674,161,161,161
8675,20,20,20
8676,173,173,173
8677,84,84,84
8678,212,212,212
8679,189,189,189
8680,87,87,87
8681,175,175,175
8682,164,164,164
8683,126,126,126
8684,102,102,102
8685,44,44,44
8686,157,157,157
8687,216,216,216
8688,141,141,141
8689,188,188,188
8690,228,228,228
8691,232,232,232
8692,128,128,128
8693,40,40,40
8694,84,84,84
8695,144,144,144
8696,148,148,148
8697,138,138,138
8698,215,215,215
8699,143,143,143
8700,179,179,179
8701,71,71,71
8702,39,39,39
8703,240,240,240
8704,161,161,161
8705,67,67,67
8706,97,97,97
8707,135,135,135
8708,36,36,36
8709,207,207,207
8710,112,112,112
8711,170,170,170
8712,179,179,179
8713,117,117,117
8714,102,102,102
8715,130,130,130
8716,254,254,254
8717,238,238,238
8718,45,45,45
8719,78,78,78
8720,220,220,220
8721,92,92,92
8722,41,41,41
8723,122,122,122
8724,62,62,62
8725,196,196,196
8726,103,103,103
8727,213,213,213
8728,145,145,145
8729,244,244,244
8730,246,246,246
8731,133,133,133
8732,35,35,35
8733,236,236,236
8734,75,75,75
8735,175,175,175
8736,30,30,30
8737,54,54,54
8738,175,175,175
8739,189,189,189
8740,71,71,71
8741,204,204,204
8742,41,41,41
8743,32,32,32
8744,122,122,122
8745,55,55,55
8746,62,62,62
8747,158,158,158
8748,45,45,45
8749,216,216,216
8750,35,35,35
8751,41,41,41
8752,167,167,167
8753,174,174,174
8754,181,181,181
8755,109,109,109
8756,106,106,106
8757,211,211,211
8758,99,99,99
8759,239,239,239
8760,252,252,252
8761,98,98,98
8762,151,151,151
8763,198,198,198
8764,229,229,229
8765,213,213,213
8766,237,237,237
8767,76,76,76
8768,211,211,211
8769,112,112,112
8770,25,25,25
8771,163,163,163
8772,231,231,231
8773,81,81,81
8774,33,33,33
8775,215,215,215
8776,90,90,90
8777,113,113,113
8778,155,155,155
8779,25,25,25
8780,223,223,223
8781,214,214,214
8782,191,191,191
8783,251,251,251
8784,242,242,242
8785,193,193,193
8786,101,101,101
8787,181,181,181
8788,224,224,224
8789,79,79,79
8790,177,177,177
8791,186,186,186
8792,241,241,241
8793,255,255,255
8794,255,255,255
8795,238,238,238
8796,232,232,232
8797,108,108,108
8798,24,24,24
8799,20,20,20
8800,133,133,133
8801,190,190,190
8802,75,75,75
8803,195,195,195
8804,237,237,237
8805,91,91,91
8806,62,62,62
8807,127,127,127
8808,229,229,229
8809,91,91,91
8810,91,91,91
8811,44,44,44
8812,64,64,64
8813,0,0,0
8814,1,1,1
8815,1,1,1
8816,86,86,86
8817,36,36,36
8818,32,32,32
8819,13,13,13
8820,10,10,10
8821,35,35,35
8822,129,129,129
8823,170,170,170
8824,238,238,238
8825,202,202,202
8826,234,234,234
8827,67,67,67
8828,110,110,110
8829,155,155,155
8830,75,75,75
8831,118,118,118
8832,98,98,98
8833,84,84,84
8834,125,125,125
8835,117,117,117
8836,98,98,98
8837,48,48,48
8838,248,248,248
8839,176,176,176
8840,10,10,10
8841,18,18,18
8842,232,232,232
8843,36,36,36
8844,81,81,81
8845,141,141,141
8846,247,247,247
8847,105,105,105
8848,219,219,219
8849,188,188,188
8850,74,74,74
8851,150,150,150
8852,215,215,215
8853,29,29,29
8854,207,207,207
8855,173,173,173
8856,11,11,11
8857,165,165,165
8858,11,11,11
8859,115,115,115
8860,6,6,6
8861,207,207,207
8862,116,116,116
8863,45,45,45
8864,109,109,109
8865,112,112,112
8866,49,49,49
8867,165,165,165
8868,118,118,118
8869,34,34,34
8870,198,198,198
8871,164,164,164
8872,56,56,56
8873,216,216,216
8874,225,225,225
8875,167,167,167
8876,183,183,183
8877,171,171,171
8878,75,75,75
8879,40,40,40
8880,8,8,8
8881,1,1,1
8882,91,91,91
8883,162,162,162
8884,96,96,96
8885,153,153,153
8886,6,6,6
8887,136,136,136
8888,158,158,158
8889,215,215,215
8890,24,24,24
8891,1,1,1
8892,14,14,14
8893,121,121,121
8894,249,249,249
8895,143,143,143
8896,76,76,76
8897,10,10,10
8898,146,146,146
8899,117,117,117
8900,86,86,86
8901,243,243,243
8902,222,222,222
8903,44,44,44
8904,10,10,10
8905,152,152,152
8906,79,79,79
8907,90,90,90
8908,61,61,61
8909,197,197,197
8910,149,149,149
8911,145,145,145
8912,118,118,118
8913,87,87,87
8914,134,134,134
8915,66,66,66
8916,52,52,52
8917,72,72,72
8918,5,5,5
8919,59,59,59
8920,215,215,215
8921,105,105,105
8922,140,140,140
8923,145,145,145
8924,148,148,148
8925,176,176,176
8926,103,103,103
8927,196,196,196
8928,32,32,32
8929,72,72,72
8930,232,232,232
8931,163,163,163
8932,95,95,95
8933,73,73,73
8934,25,25,25
8935,115,115,115
8936,13,13,13
8937,109,109,109
8938,213,213,213
8939,85,85,85
8940,90,90,90
8941,155,155,155
8942,27,27,27
8943,96,96,96
8944,126,126,126
8945,100,100,100
8946,116,116,116
8947,160,160,160
8948,69,69,69
8949,180,180,180
8950,79,79,79
8951,64,64,64
8952,108,108,108
8953,249,249,249
8954,25,25,25
8955,154,154,154
8956,73,73,73
8957,72,72,72
8958,192,192,192
8959,90,90,90
8960,225,225,225
8961,6,6,6
8962,213,213,213
8963,174,174,174
8964,162,162,162
8965,68,68,68
8966,22,22,22
8967,210,210,210
8968,236,236,236
8969,201,201,201
8970,121,121,121
8971,71,71,71
8972,25,25,25
8973,5,5,5
8974,6,6,6
8975,22,22,22
8976,72,72,72
8977,34,34,34
8978,170,170,170
8979,133,133,133
8980,220,220,220
8981,216,216,216
8982,103,103,103
8983,11,11,11
8984,12,12,12
8985,255,255,255
8986,251,251,251
8987,178,178,178
8988,68,68,68
8989,37,37,37
8990,0,0,0
8991,4,4,4
8992,23,23,23
8993,87,87,87
8994,216,216,216
8995,123,123,123
8996,9,9,9
8997,27,27,27
8998,210,210,210
8999,127,127,127
9000,235,235,235
9001,74,74,74
9002,223,223,223
9003,96,96,96
9004,195,195,195
9005,138,138,138
9006,16,16,16
9007,41,41,41
9008,113,113,113
9009,91,91,91
9010,167,167,167
9011,152,152,152
9012,119,119,119
9013,65,65,65
9014,239,239,239
9015,166,166,166
9016,42,42,42
9017,253,253,253
9018,147,147,147
9019,14,14,14
9020,104,104,104
9021,43,43,43
9022,68,68,68
9023,198,198,198
9024,18,18,18
9025,108,108,108
9026,11,11,11
9027,87,87,87
9028,86,86,86
9029,184,184,184
9030,211,211,211
9031,52,52,52
9032,37,37,37
9033,152,152,152
9034,54,54,54
9035,164,164,164
9036,81,81,81
9037,135,135,135
9038,93,93,93
9039,12,12,12
9040,253,253,253
9041,11,11,11
9042,165,165,165
9043,71,71,71
9044,33,33,33
9045,200,200,200
9046,246,246,246
9047,98,98,98
9048,89,89,89
9049,9,9,9
9050,249,249,249
9051,79,79,79
9052,153,153,153
9053,4,4,4
9054,54,54,54
9055,54,54,54
9056,81,81,81
9057,50,50,50
9058,105,105,105
9059,105,105,105
9060,174,174,174
9061,72,72,72
9062,101,101,101
9063,231,231,231
9064,110,110,110
9065,43,43,43
9066,4,4,4
9067,107,107,107
9068,87,87,87
9069,52,52,52
9070,117,117,117
9071,161,161,161
9072,79,79,79
9073,125,125,125
9074,122,122,122
9075,149,149,149
9076,223,223,223
9077,245,245,245
9078,40,40,40
9079,140,140,140
9080,137,137,137
9081,10,10,10
9082,196,196,196
9083,36,36,36
9084,0,0,0
9085,11,11,11
9086,119,119,119
9087,75,75,75
9088,138,138,138
9089,172,172,172
9090,64,64,64
9091,96,96,96
9092,160,160,160
9093,26,26,26
9094,85,85,85
9095,18,18,18
9096,85,85,85
9097,47,47,47
9098,230,230,230
9099,62,62,62
9100,230,230,230
9101,59,59,59
9102,172,172,172
9103,57,57,57
9104,83,83,83
9105,169,169,169
9106,6,6,6
9107,116,116,116
9108,203,203,203
9109,229,229,229
